cid;hex;lac;bch;bsic;bts_date;reg;bts_place;bts_lat;bts_lon
14428;385C;25400;21;17;23.04.2020;BO;Troubsko, kostel, +O2;49.16553056;16.51734167
14429;385D;25400;37;29;23.04.2020;BO;Troubsko, kostel, +O2;49.16553056;16.51734167
14430;385E;25400;15;39;23.04.2020;BO;Troubsko, kostel, +O2;49.16553056;16.51734167
14431;385F;24666;43;1;11.05.2020;BO;Velatice 21, +O2;49.19719722;16.75275833
14432;3860;24666;10;17;04.08.2020;BO;Velatice 21, +O2;49.19719722;16.75275833
14433;3861;24666;23;30;04.08.2020;BO;Velatice 21, +O2;49.19719722;16.75275833
14434;3862;24666;8;55;12.07.2020;BO;Mokrá-Horákov, Horákov 169, panelák, +O2;49.21388056;16.74751944
14435;3863;24666;38;14;30.04.2020;BO;Mokrá-Horákov, Horákov 169, panelák, +O2;49.21388056;16.74751944
14436;3864;24666;40;0;04.08.2020;BO;Mokrá-Horákov, Horákov 169, panelák, +O2;49.21388056;16.74751944
14438;3866;24666;37;28;22.04.2020;BO;Holubice, D1/210km, příhradový stožár, +O2, +VDF;49.18440556;16.81366667
14439;3867;24666;29;37;22.04.2020;BO;Holubice, D1/210km, příhradový stožár, +O2, +VDF;49.18440556;16.81366667
14442;386A;25410;6;63;02.05.2020;BO;Podlesí, příhradový stožár vedle obalovny, +O2;49.30095833;16.55938611
14443;386B;25410;15;52;27.04.2020;BO;Podlesí, příhradový stožár vedle obalovny, +O2;49.30095833;16.55938611
14444;386C;25400;23;49;27.04.2020;BO;Veverská Bítýška, Na Bítýškách 649, panelák, +O2;49.26928333;16.432025
14446;386E;25400;26;0;27.04.2020;BO;Veverská Bítýška, Na Bítýškách 649, panelák, +O2;49.26928333;16.432025
14447;386F;25410;9;26;08.06.2020;BO;Ochoz u Brna, příhradový stožár na S okraji obce, +O2, +VDF;49.26073611;16.72871667
14448;3870;25410;21;34;12.07.2020;BO;Ochoz u Brna, příhradový stožár na S okraji obce, +O2, +VDF;49.26073611;16.72871667
14449;3871;25410;31;18;12.07.2020;BO;Ochoz u Brna, příhradový stožár na S okraji obce, +O2, +VDF;49.26073611;16.72871667
14450;3872;25410;59;48;22.04.2020;BO;Ochoz u Brna, příhradový stožár na S okraji obce, +O2, +VDF;49.26073611;16.72871667
14451;3873;25410;57;2;07.05.2020;BO;Lelekovice, TV převaděč, +O2, +VDF;49.28945278;16.57868056
14452;3874;25410;59;12;02.05.2020;BO;Lelekovice, TV převaděč, +O2, +VDF;49.28945278;16.57868056
14453;3875;25410;8;22;02.05.2020;BO;Lelekovice, TV převaděč, +O2, +VDF;49.28945278;16.57868056
14454;3876;25410;42;8;07.05.2020;BO;Babice nad Svitavou 141, sokolovna, +O2;49.28272222;16.69427778
14456;3878;25410;23;21;07.05.2020;BO;Babice nad Svitavou 141, sokolovna, +O2;49.28272222;16.69427778
14457;3879;25400;37;40;09.05.2020;BO;Tišnov, Na Hrádku 20, gymnázium, +O2;49.34931667;16.42581111
14458;387A;25400;54;54;27.04.2020;BO;Tišnov, Na Hrádku 20, gymnázium, +O2;49.34931667;16.42581111
14459;387B;25400;30;63;27.04.2020;BO;Tišnov, Na Hrádku 20, gymnázium, +O2;49.34931667;16.42581111
14461;387D;25400;59;18;27.04.2020;BO;Tišnov, TV převaděč, +O2;49.34338333;16.40964722
14462;387E;25400;45;26;27.04.2020;BO;Tišnov, TV převaděč, +O2;49.34338333;16.40964722
14463;387F;25400;26;34;27.04.2020;BO;Tišnov, TV převaděč, +O2;49.34338333;16.40964722
14464;3880;25410;55;25;27.04.2020;BO;Čebín, Čebínský kopec 369 m, příhradový stožár JV od obce, +O2, +VDF;49.30367222;16.491575
14465;3881;25410;21;32;23.04.2020;BO;Čebín, Čebínský kopec 369 m, příhradový stožár JV od obce, +O2, +VDF;49.30367222;16.491575
14466;3882;25410;6;40;27.04.2020;BO;Čebín, Čebínský kopec 369 m, příhradový stožár JV od obce, +O2, +VDF;49.30367222;16.491575
14467;3883;25410;13;8;27.04.2020;BO;Kuřim, Popkova 994/40, panelák, +O2;49.30421944;16.53383889
14468;3884;25410;10;19;27.04.2020;BO;Kuřim, Popkova 994/40, panelák, +O2;49.30421944;16.53383889
14469;3885;25410;7;29;27.04.2020;BO;Kuřim, Popkova 994/40, panelák, +O2;49.30421944;16.53383889
14471;3887;25400;28;56;27.04.2020;BO;Heroltice, betonový stožár nad obcí, +O2, +VDF;49.31205556;16.41622222
14472;3888;25400;52;51;23.04.2020;BO;Heroltice, betonový stožár nad obcí, +O2, +VDF;49.31205556;16.41622222
14473;3889;25400;20;1;27.04.2020;BO;Heroltice, betonový stožár nad obcí, +O2, +VDF;49.31205556;16.41622222
14474;388A;25400;11;37;04.06.2020;BO;Lomnice - Brusná, Jahodná 533 m, betonový stožár J od obce, +O2;49.38739722;16.39839444
14475;388B;25400;42;45;27.04.2020;BO;Lomnice - Brusná, Jahodná 533 m, betonový stožár J od obce, +O2;49.38739722;16.39839444
14476;388C;25400;30;53;17.05.2020;BO;Lomnice - Brusná, Jahodná 533 m, betonový stožár J od obce, +O2;49.38739722;16.39839444
14477;388D;25400;8;13;27.04.2020;BO;Veverská Bítýška - Nový Dvůr, tubusový stožár u II/386, +O2, +VDF;49.25654722;16.44871944
14478;388E;25400;41;18;23.04.2020;BO;Veverská Bítýška - Nový Dvůr, tubusový stožár u II/386, +O2, +VDF;49.25654722;16.44871944
14479;388F;25400;24;24;27.04.2020;BO;Veverská Bítýška - Nový Dvůr, tubusový stožár u II/386, +O2, +VDF;49.25654722;16.44871944
14481;3891;25400;30;1;27.04.2020;BO;Deblín, příhradový stožár na Z okraji obce, +O2, +VDF;49.31975556;16.33398056
14482;3892;25400;21;9;27.04.2020;BO;Deblín, příhradový stožár na Z okraji obce, +O2, +VDF;49.31975556;16.33398056
14483;3893;25400;11;17;27.04.2020;BO;Deblín, příhradový stožár na Z okraji obce, +O2, +VDF;49.31975556;16.33398056
14484;3894;25400;20;16;23.04.2020;BO;Popůvky, D1/185km, tubusový stožár u čerpací stanice Shell, +O2;49.18264722;16.48011111
14485;3895;25400;60;27;23.04.2020;BO;Popůvky, D1/185km, tubusový stožár u čerpací stanice Shell, +O2;49.18264722;16.48011111
14486;3896;25400;47;33;23.04.2020;BO;Popůvky, D1/185km, tubusový stožár u čerpací stanice Shell, +O2;49.18264722;16.48011111
14487;3897;25400;52;44;27.04.2020;BO;Devět křížů, D1/168km, příhradový stožár, +O2;49.26553611;16.2996
14488;3898;25400;43;50;23.04.2020;BO;Devět křížů, D1/168km, příhradový stožár, +O2;49.26553611;16.2996
14489;3899;25400;7;5;25.04.2020;BO;Devět křížů, D1/168km, příhradový stožár, +O2;49.26553611;16.2996
14490;389A;25400;22;11;25.04.2020;BO;Devět křížů, D1/168km, příhradový stožár, +O2;49.26553611;16.2996
14491;389B;25400;39;22;25.04.2020;BO;Říčany, příhradový stožár na S okraji obce, +O2, +VDF;49.2191;16.39376944
14492;389C;25400;29;25;23.04.2020;BO;Říčany, příhradový stožár na S okraji obce, +O2, +VDF;49.2191;16.39376944
14493;389D;25400;25;36;27.04.2020;BO;Říčany, příhradový stožár na S okraji obce, +O2, +VDF;49.2191;16.39376944
14494;389E;25400;29;0;27.04.2020;BO;Maršov, příhradový stožárek na vodárně JV od obce, +O2;49.28025;16.36133333
14495;389F;25400;38;10;27.04.2020;BO;Maršov, příhradový stožárek na vodárně JV od obce, +O2;49.28025;16.36133333
14496;38A0;25400;8;17;27.04.2020;BO;Maršov, příhradový stožárek na vodárně JV od obce, +O2;49.28025;16.36133333
14497;38A1;25410;7;52;27.04.2020;BO;Synalov, Sýkoř 701 m, betonová věž ČRa, +O2, +VDF;49.44586667;16.40805278
14498;38A2;25410;46;1;27.04.2020;BO;Synalov, Sýkoř 701 m, betonová věž ČRa, +O2, +VDF;49.44586667;16.40805278
14499;38A3;25410;38;8;10.05.2020;BO;Synalov, Sýkoř 701 m, betonová věž ČRa, +O2, +VDF;49.44586667;16.40805278
14500;38A4;25400;11;38;23.04.2020;BO;Devět křížů, D1/168km, příhradový stožár, +O2;49.26553611;16.2996
14501;38A5;25410;8;34;23.04.2020;BO;Unín, betonová věž nad obcí, +O2, +VDF;49.38787778;16.50175833
14502;38A6;25410;31;53;09.05.2020;BO;Unín, betonová věž nad obcí, +O2, +VDF;49.38787778;16.50175833
14503;38A7;25410;6;4;23.06.2020;BO;Unín, betonová věž nad obcí, +O2, +VDF;49.38787778;16.50175833
14504;38A8;25450;21;5;01.05.2020;BO;Moutnice 154, orlovna, +O2;49.04941111;16.73746944
14505;38A9;25450;9;13;01.05.2020;BO;Moutnice 154, orlovna, +O2;49.04941111;16.73746944
14506;38AA;25450;12;22;01.05.2020;BO;Moutnice 154, orlovna, +O2;49.04941111;16.73746944
14507;38AB;25450;14;30;22.04.2020;BO;Žatčany, tubusový stožár Z od obce u II/380, +O2;49.08476111;16.72241944
14508;38AC;25450;53;36;22.04.2020;BO;Žatčany, tubusový stožár Z od obce u II/380, +O2;49.08476111;16.72241944
14509;38AD;25450;60;58;22.04.2020;BO;Žatčany, tubusový stožár Z od obce u II/380, +O2;49.08476111;16.72241944
14511;38AF;25400;59;14;07.07.2020;BO;Nedvědice, příhradový stožár J nad obcí, +O2;49.446725;16.33267778
14512;38B0;25400;7;19;23.04.2020;BO;Nedvědice, příhradový stožár J nad obcí, +O2;49.446725;16.33267778
14513;38B1;25400;40;26;17.05.2020;BO;Nedvědice, příhradový stožár J nad obcí, +O2;49.446725;16.33267778
14514;38B2;25400;46;28;27.04.2020;BO;Dolní Loučky, příhradový stožár S od obce, +O2;49.36941111;16.35523889
14515;38B3;25400;55;38;17.05.2020;BO;Dolní Loučky, příhradový stožár S od obce, +O2;49.36941111;16.35523889
14516;38B4;25400;21;59;17.05.2020;BO;Dolní Loučky, příhradový stožár S od obce, +O2;49.36941111;16.35523889
14517;38B5;25400;22;48;07.07.2020;BO;Doubravník, Bozinka 448 m, TV převaděč, +O2, +VDF;49.42086111;16.3483
14518;38B6;25400;54;2;03.05.2020;BO;Doubravník, Bozinka 448 m, TV převaděč, +O2, +VDF;49.42086111;16.3483
14519;38B7;25400;45;13;17.05.2020;BO;Doubravník, Bozinka 448 m, TV převaděč, +O2, +VDF;49.42086111;16.3483
14521;38B9;25400;39;31;09.05.2020;BO;Níhov, příhradový stožár S od obce u vodárny, +O2;49.34901944;16.26292778
14522;38BA;25400;8;32;09.05.2020;BO;Níhov, příhradový stožár S od obce u vodárny, +O2;49.34901944;16.26292778
14523;38BB;25400;28;43;10.05.2020;BO;Níhov, příhradový stožár S od obce u vodárny, +O2;49.34901944;16.26292778
14527;38BF;25450;58;7;17.07.2020;BO;Pasohlávky, příhradový stožár u čs Papoil, +O2;48.91795833;16.55628333
14528;38C0;25450;23;10;13.07.2020;BO;Pasohlávky, příhradový stožár u čs Papoil, +O2;48.91795833;16.55628333
14529;38C1;25450;6;22;17.07.2020;BO;Pasohlávky, příhradový stožár u čs Papoil, +O2;48.91795833;16.55628333
14530;38C2;25450;54;29;17.07.2020;BO;Pasohlávky, příhradový stožár u čs Papoil, +O2;48.91795833;16.55628333
15638;3D16;24666;26;17;22.04.2020;BO;Újezd u Brna, Stará hora 307 m, kotvený stožár, +O2;49.11375278;16.76918889
15639;3D17;24666;43;24;22.04.2020;BO;Újezd u Brna, Stará hora 307 m, kotvený stožár, +O2;49.11375278;16.76918889
17021;427D;25420;37;36;23.04.2020;BO;Neslovice, tubusový stožár na Z okraji obce v ZD, +O2;49.14237222;16.38406111
17022;427E;25420;55;9;23.04.2020;BO;Neslovice, tubusový stožár na Z okraji obce v ZD, +O2;49.14237222;16.38406111
26691;6843;24656;25;3;23.04.2020;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy, +O2;49.20448333;16.44565833
26692;6844;24656;27;15;23.04.2020;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy, +O2;49.20448333;16.44565833
26693;6845;24656;56;23;23.04.2020;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy, +O2;49.20448333;16.44565833
30367;769F;24666;22;60;13.09.2020;BO;Viničné Šumice 119, Mateřské centrum, +O2;49.21453333;16.82223333
30369;76A1;24666;7;53;13.09.2020;BO;Viničné Šumice 119, Mateřské centrum, +O2;49.21453333;16.82223333
30370;76A2;24666;12;61;13.09.2020;BO;Viničné Šumice 119, Mateřské centrum, +O2;49.21453333;16.82223333
31194;79DA;25450;46;29;22.04.2020;BO;Modřice, Evropská 873, CTOffice B, +O2;49.11302778;16.60362778
31195;79DB;25450;25;32;02.05.2020;BO;Modřice, Evropská 873, CTOffice B, +O2;49.11302778;16.60362778
31196;79DC;25450;59;63;02.05.2020;BO;Modřice, Evropská 873, CTOffice B, +O2;49.11302778;16.60362778
31821;7C4D;25440;53;63;01.05.2020;BO;Silůvky, tubusový stožár u ZD, +O2, +VDF;49.11100833;16.47298333
31822;7C4E;25440;58;55;01.05.2020;BO;Silůvky, tubusový stožár u ZD, +O2, +VDF;49.11100833;16.47298333
31823;7C4F;25440;14;5;01.05.2020;BO;Silůvky, tubusový stožár u ZD, +O2, +VDF;49.11100833;16.47298333
31844;7C64;25410;21;21;27.04.2020;BO;Drásov, příhradový stožár Z od obce u vodárny, +O2, +VDF;49.33223333;16.46533611
31845;7C65;25410;56;26;23.04.2020;BO;Drásov, příhradový stožár Z od obce u vodárny, +O2, +VDF;49.33223333;16.46533611
31846;7C66;25410;12;38;27.04.2020;BO;Drásov, příhradový stožár Z od obce u vodárny, +O2, +VDF;49.33223333;16.46533611
32772;8004;25400;11;0;23.04.2020;BO;Zbraslav, Komenského 280, ZŠ, +O2;49.22450556;16.28526667
32961;80C1;25400;47;35;08.05.2020;BO;Přibyslavice, příhradový stožár u hájovny, +O2;49.274525;16.25872222
32962;80C2;25400;30;47;25.04.2020;BO;Přibyslavice, příhradový stožár u hájovny, +O2;49.274525;16.25872222
32963;80C3;25400;15;54;25.04.2020;BO;Přibyslavice, příhradový stožár u hájovny, +O2;49.274525;16.25872222
60017;EA71;24656;14;42;27.04.2020;BO;Kuřim, Na Golfu 1772, mobilní BTS na parkovišti hotelu Kaskáda;49.27747778;16.5275
2441:11:00;624907;24656;800;1;09.03.2019;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy;49.20448333;16.44565833
2441:12:00;624908;24656;800;0;09.03.2019;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy;49.20448333;16.44565833
2441:13:00;624909;24656;800;2;09.03.2019;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy;49.20448333;16.44565833
2441:21:00;624917;24656;1800;0;09.03.2019;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy;49.20448333;16.44565833
2441:22:00;624918;24656;1800;1;09.03.2019;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy;49.20448333;16.44565833
2441:23:00;624919;24656;1800;2;09.03.2019;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy;49.20448333;16.44565833
2441:111;625007;24656;2100;;09.09.2023;BO;<b>Brno - Masarykův okruh, betonový stožár u hlavní budovy (nové)</b>;49.20448333;16.44565833
2441:112;625008;24656;2100;241;09.09.2023;BO;<b>Brno - Masarykův okruh, betonový stožár u hlavní budovy (nové)</b>;49.20448333;16.44565833
2441:113;625009;24656;2100;240;09.09.2023;BO;<b>Brno - Masarykův okruh, betonový stožár u hlavní budovy (nové)</b>;49.20448333;16.44565833
2441:121;625017;24656;2600;11;09.03.2019;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy;49.20448333;16.44565833
2441:122;625018;24656;2600;9;09.03.2019;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy;49.20448333;16.44565833
2441:123;625019;24656;2600;10;09.03.2019;BO;Brno - Masarykův okruh, betonový stožár u hlavní budovy;49.20448333;16.44565833
70023:11;17925899;25400;800;328;07.09.2014;BO;Nedvědice, příhradový stožár J nad obcí;49.446725;16.33267778
70023:12;17925900;25400;800;327;07.09.2014;BO;Nedvědice, příhradový stožár J nad obcí;49.446725;16.33267778
70023:14;17925902;25400;800;329;07.09.2014;BO;Nedvědice, příhradový stožár J nad obcí;49.446725;16.33267778
70113:11;17948939;25400;800;173;16.12.2014;BO;Veselí, Veselský Chlum 578 m, příhradový stožár;49.407575;16.38731944
70113:12;17948940;25400;800;171;16.12.2014;BO;Veselí, Veselský Chlum 578 m, příhradový stožár;49.407575;16.38731944
70113:13;17948941;25400;800;172;16.12.2014;BO;Veselí, Veselský Chlum 578 m, příhradový stožár;49.407575;16.38731944
70114:11;17949195;25410;800;137;30.11.2014;BO;Babice nad Svitavou, betonový stožár J nad Adamovem;49.28088056;16.66563333
70114:12;17949196;25410;800;136;30.11.2014;BO;Babice nad Svitavou, betonový stožár J nad Adamovem;49.28088056;16.66563333
70114:13;17949197;25410;800;135;30.11.2014;BO;Babice nad Svitavou, betonový stožár J nad Adamovem;49.28088056;16.66563333
70115:11;17949451;25420;800;341;30.11.2014;BO;Čučice, Dlouhé příčky 416 m, příhradový stožár;49.14685556;16.26613611
70115:12;17949452;25420;800;339;30.11.2014;BO;Čučice, Dlouhé příčky 416 m, příhradový stožár;49.14685556;16.26613611
70115:13;17949453;25420;800;340;30.11.2014;BO;Čučice, Dlouhé příčky 416 m, příhradový stožár;49.14685556;16.26613611
70116:11;17949707;25400;800;397;16.12.2014;BO;Deblín, příhradová věž J od obce;49.31024167;16.33768333
70116:12;17949708;25400;800;396;16.12.2014;BO;Deblín, příhradová věž J od obce;49.31024167;16.33768333
70117:11;17949963;25410;800;186;02.12.2014;BO;Hostěnice, betonový stožár SZ nad obcí;49.24502778;16.76450278
70117:12;17949964;25410;800;188;02.12.2014;BO;Hostěnice, betonový stožár SZ nad obcí;49.24502778;16.76450278
70118:11;17950219;25410;800;185;15.12.2014;BO;Kuřim, Záruba 381 m, příhradový stožár;49.30615278;16.53896944
70118:12;17950220;25410;800;183;15.12.2014;BO;Kuřim, Záruba 381 m, příhradový stožár;49.30615278;16.53896944
70118:13;17950221;25410;800;184;15.12.2014;BO;Kuřim, Záruba 381 m, příhradový stožár;49.30615278;16.53896944
70118:21;17950229;25410;1800;129;17.05.2019;BO;Kuřim, Záruba 381 m, příhradový stožár;49.30615278;16.53896944
70118:22;17950230;25410;1800;130;17.05.2019;BO;Kuřim, Záruba 381 m, příhradový stožár;49.30615278;16.53896944
70118:23;17950231;25410;1800;131;17.05.2019;BO;Kuřim, Záruba 381 m, příhradový stožár;49.30615278;16.53896944
70119:11;17950475;25450;800;258;24.12.2014;BO;Ledce, příhradový stožár V od sjezdu z D52;49.05195556;16.54534167
70119:12;17950476;25450;800;259;24.12.2014;BO;Ledce, příhradový stožár V od sjezdu z D52;49.05195556;16.54534167
70119:13;17950477;25450;800;260;24.12.2014;BO;Ledce, příhradový stožár V od sjezdu z D52;49.05195556;16.54534167
70120:11;17950731;25400;800;84;27.01.2015;BO;Litostrov, příhradový stožár na SV okraji obce u vodárny;49.22725556;16.33422778
70120:12;17950732;25400;800;86;27.01.2015;BO;Litostrov, příhradový stožár na SV okraji obce u vodárny;49.22725556;16.33422778
70121:11;17950987;25440;800;416;16.12.2014;BO;Nové Bránice, příhradový stožár SZ nad obcí;49.07494167;16.42641667
70121:12;17950988;25440;800;415;16.12.2014;BO;Nové Bránice, příhradový stožár SZ nad obcí;49.07494167;16.42641667
70121:13;17950989;25440;800;414;16.12.2014;BO;Nové Bránice, příhradový stožár SZ nad obcí;49.07494167;16.42641667
70121:21;17950997;25440;1800;255;16.09.2019;BO;Nové Bránice, příhradový stožár SZ nad obcí;49.07494167;16.42641667
70121:22;17950998;25440;1800;257;16.09.2019;BO;Nové Bránice, příhradový stožár SZ nad obcí;49.07494167;16.42641667
70121:24;17951000;25440;1800;256;16.09.2019;BO;Nové Bránice, příhradový stožár SZ nad obcí;49.07494167;16.42641667
70122:11;17951243;25440;800;88;24.01.2015;BO;Ořechov, příhradový stožár na Z okraji obce;49.11189167;16.51022222
70122:12;17951244;25440;800;89;24.01.2015;BO;Ořechov, příhradový stožár na Z okraji obce;49.11189167;16.51022222
70123:11;17951499;25400;800;431;21.12.2014;BO;Rozdrojovice, příhradový stožár nad obcí;49.25846389;16.51187222
70123:12;17951500;25400;800;430;21.12.2014;BO;Rozdrojovice, příhradový stožár nad obcí;49.25846389;16.51187222
70123:13;17951501;25400;800;429;21.12.2014;BO;Rozdrojovice, příhradový stožár nad obcí;49.25846389;16.51187222
70123:21;17951509;25400;1800;313;02.01.2022;BO;Rozdrojovice, příhradový stožár nad obcí;49.25846389;16.51187222
70123:22;17951510;25400;1800;312;02.01.2022;BO;Rozdrojovice, příhradový stožár nad obcí;49.25846389;16.51187222
70123:23;17951511;25400;1800;314;02.01.2022;BO;Rozdrojovice, příhradový stožár nad obcí;49.25846389;16.51187222
70124:11;17951755;25450;800;342;02.01.2015;BO;Těšany, Strážky 290 m, příhradový stožár;49.02971111;16.77019444
70124:12;17951756;25450;800;343;02.01.2015;BO;Těšany, Strážky 290 m, příhradový stožár;49.02971111;16.77019444
70124:13;17951757;25450;800;344;02.01.2015;BO;Těšany, Strážky 290 m, příhradový stožár;49.02971111;16.77019444
70125:11;17952011;25440;800;372;24.12.2014;BO;Ivančice, Kobyla 383 m, příhradová věž JV od města;49.06639167;16.39019167
70125:12;17952012;25440;800;374;24.12.2014;BO;Ivančice, Kobyla 383 m, příhradová věž JV od města;49.06639167;16.39019167
70126:11;17952267;25400;800;354;11.01.2015;BO;Javůrek, příhradový stožár na okraji obce;49.25243611;16.36264167
70126:12;17952268;25400;800;356;11.01.2015;BO;Javůrek, příhradový stožár na okraji obce;49.25243611;16.36264167
